Country,agricultural rate,armed forces size,birth rate,CO2 emissions,CPI,Fertility rate,forested area,gasoline price,gross primary education,gross tertiary deucation,infant mortality,life expectancy,maternal mortality ratio,minimum wage,health expenditure,physician ratio,labor force participation,tax revenue,total tax rate,unemployment rate,GDP per Capita,urban population rate,label
Kyrgyzstan,0.55,21000.0,0.271,9787.0,155.68,0.033,0.033,0.56,1.076,0.413,16.9,71.4,60.0,0.09,0.48200000000000004,1.88,0.598,0.18,0.29,0.0633,1309.3929916833156,0.3659099567904103,0
Laos,0.10300000000000001,129000.0,0.23550000000000001,17763.0,135.87,0.0267,0.821,0.93,1.024,0.15,37.6,67.6,185.0,0.83,0.454,0.37,0.785,0.129,0.24100000000000002,0.0063,2534.8982772051713,0.3564499672569254,0
Latvia,0.311,6000.0,0.1,7004.0,116.86,0.016,0.54,1.16,0.9940000000000001,0.881,3.3,74.7,19.0,2.8,0.41600000000000004,3.19,0.614,0.22899999999999998,0.381,0.0652,17836.364886560932,0.6822200462256945,1
Lebanon,0.643,80000.0,0.17550000000000002,24796.0,130.02,0.0209,0.134,0.74,0.951,0.263,6.4,78.9,29.0,2.15,0.321,2.1,0.47000000000000003,0.153,0.322,0.06230000000000001,7784.316856904599,0.8875800372623533,0
Lesotho,0.7759999999999999,2000.0,0.2681,2512.0,155.86,0.031400000000000004,0.016,0.7,1.209,0.102,65.7,53.7,544.0,0.41,0.16899999999999998,0.07,0.679,0.316,0.136,0.2341,1157.5351645063117,0.2858500669092086,0
Liberia,0.28,2000.0,0.33039999999999997,1386.0,223.13,0.0432,0.43100000000000005,0.8,0.851,0.11900000000000001,53.5,63.7,661.0,0.17,0.196,0.04,0.763,0.129,0.462,0.0281,621.8929536227153,0.5161500830198401,0
Libya,0.087,0.0,0.1883,50564.0,125.71,0.022400000000000003,0.001,0.11,1.09,0.605,10.2,72.7,72.0,1.88,0.36700000000000005,2.09,0.49700000000000005,0.16573964497041424,0.326,0.1856,7683.750611291677,0.8039300020125557,0
Lithuania,0.47200000000000003,34000.0,0.1,12963.0,118.38,0.0163,0.348,1.16,1.0390000000000001,0.7240000000000001,3.3,75.7,8.0,2.41,0.321,6.35,0.616,0.16899999999999998,0.42600000000000005,0.0635,19455.45412660343,0.6785500013635496,1
Luxembourg,0.537,2000.0,0.10300000000000001,8988.0,115.09,0.013700000000000002,0.35700000000000004,1.19,1.023,0.192,1.9,82.1,5.0,13.05,0.106,3.01,0.593,0.265,0.204,0.0536,110172.37314087298,0.8761862853406508,1
Madagascar,0.7120000000000001,22000.0,0.32659999999999995,3905.0,184.33,0.0408,0.214,1.11,1.425,0.054000000000000006,38.2,66.7,335.0,0.21,0.217,0.18,0.861,0.102,0.383,0.0176,522.219809244635,0.37860998801341095,0
Malawi,0.614,15000.0,0.3412,1298.0,418.34,0.0421,0.332,1.15,1.425,0.008,35.3,63.8,349.0,0.12,0.11,0.04,0.767,0.17300000000000001,0.34500000000000003,0.0565,411.5523404231106,0.17173999947500496,0
Malaysia,0.263,136000.0,0.1675,248289.0,121.46,0.02,0.6759999999999999,0.45,1.053,0.451,6.7,76.0,29.0,0.93,0.36700000000000005,1.51,0.643,0.12,0.387,0.0332,11239.78150436468,0.7543216810846236,1
Maldives,0.263,5000.0,0.142,1445.0,99.7,0.0187,0.033,1.63,0.971,0.312,7.4,78.6,53.0,0.01,0.16399999999999998,4.56,0.698,0.195,0.302,0.061399999999999996,10790.500236367438,0.4023802483458988,1
Mali,0.33799999999999997,18000.0,0.4154,3179.0,108.73,0.0588,0.038,1.12,0.756,0.045,62.0,58.9,562.0,0.23,0.46299999999999997,0.13,0.708,0.11599999999999999,0.545,0.0722,890.7372854890706,0.4313599871726726,0
Malta,0.324,2000.0,0.092,1342.0,113.45,0.0123,0.011000000000000001,1.36,1.05,0.543,6.1,82.3,6.0,5.07,0.371,2.86,0.5650000000000001,0.262,0.44,0.0347,29416.230606402427,0.946780383286283,1
Marshall Islands,0.639,0.0,0.2903,143.0,190.46095505617978,0.0405,0.7020000000000001,1.44,0.8470000000000001,0.237,27.4,65.2,160.39226519337018,2.0,0.1,0.42,0.6273806818181819,0.17800000000000002,0.659,0.06886363636363636,3763.8073854841728,0.7741661138609651,0
Mauritania,0.385,21000.0,0.3369,2739.0,135.02,0.045599999999999995,0.002,1.13,0.9990000000000001,0.05,51.5,64.7,766.0,0.53,0.48200000000000004,0.19,0.459,0.16573964497041424,0.67,0.09550000000000002,1677.9192526409197,0.5450699737675708,0
Mauritius,0.424,3000.0,0.102,4349.0,129.91,0.0141,0.19,1.12,1.011,0.406,13.6,74.4,61.0,0.38,0.507,2.53,0.583,0.19100000000000003,0.222,0.0667,11203.540584699034,0.4076602004723037,1
Mexico,0.546,336000.0,0.17600000000000002,486406.0,141.54,0.0213,0.33899999999999997,0.73,1.058,0.402,11.0,75.0,33.0,0.49,0.414,2.38,0.6070000000000001,0.131,0.551,0.0342,9985.29113811174,0.814408236023,0
Moldova,0.742,7000.0,0.10099999999999999,5115.0,166.2,0.0126,0.126,0.8,0.9059999999999999,0.39799999999999996,13.6,71.8,19.0,0.31,0.462,3.21,0.43100000000000005,0.177,0.387,0.0547,4498.520850289186,0.42726000578709583,0
Mongolia,0.715,18000.0,0.2413,25368.0,195.76,0.028999999999999998,0.08,0.72,1.04,0.6559999999999999,14.0,69.7,45.0,0.65,0.39299999999999996,2.86,0.5970000000000001,0.168,0.257,0.0601,4295.235024728952,0.6854299327755741,0
Montenegro,0.19,12000.0,0.1173,2017.0,116.32,0.0175,0.615,1.16,1.0,0.561,2.3,76.8,6.0,1.23,0.318,2.76,0.544,0.16573964497041424,0.222,0.14880000000000002,8832.036835938065,0.6715000072331335,0
Morocco,0.685,246000.0,0.1894,61276.0,111.07,0.0242,0.126,0.99,1.139,0.359,19.2,76.5,70.0,1.6,0.531,0.73,0.45299999999999996,0.219,0.45799999999999996,0.0902,3216.5667385160236,0.6224512984901882,0
Mozambique,0.635,11000.0,0.37520000000000003,7943.0,182.31,0.048499999999999995,0.48,0.65,1.126,0.073,54.0,60.2,289.0,0.27,0.068,0.08,0.7809999999999999,0.0,0.36100000000000004,0.032400000000000005,491.80472307942995,0.36528001218203127,0
Myanmar,0.195,513000.0,0.17550000000000002,25280.0,168.18,0.0215,0.436,0.54,1.123,0.188,36.8,66.9,250.0,0.39,0.7390000000000001,0.68,0.617,0.054000000000000006,0.312,0.0158,1407.8131434078966,0.3085200003996638,0
Namibia,0.47100000000000003,16000.0,0.2864,4228.0,157.97,0.034,0.083,0.76,1.242,0.22899999999999998,29.0,63.4,195.0,0.01,0.083,0.42,0.595,0.271,0.207,0.2027,4957.458005716508,0.5104199989577195,0
Nepal,0.287,112000.0,0.19890000000000002,9105.0,188.73,0.0192,0.254,0.91,1.421,0.12400000000000001,26.7,70.5,186.0,0.36,0.604,0.75,0.838,0.207,0.418,0.0141,1071.0507605550897,0.20152998859438262,0
Netherlands,0.533,41000.0,0.09699999999999999,170780.0,115.91,0.0159,0.11199999999999999,1.68,1.042,0.85,3.3,81.8,5.0,10.29,0.12300000000000001,3.61,0.636,0.23,0.41200000000000003,0.032,52447.83143920359,0.9187599846534182,1
New Zealand,0.405,9000.0,0.1198,34382.0,114.24,0.0171,0.386,1.4,1.0,0.8200000000000001,4.7,81.9,9.0,11.49,0.126,3.59,0.6990000000000001,0.29,0.34600000000000003,0.04070000000000001,42745.04555752943,0.8797479859533154,1
Nicaragua,0.42100000000000004,12000.0,0.2064,5592.0,162.74,0.024,0.259,0.91,1.206,0.174,15.7,74.3,98.0,0.54,0.36,0.98,0.664,0.156,0.606,0.0684,1912.903745350624,0.5876000037888615,0
Niger,0.36100000000000004,10000.0,0.4608,2017.0,109.32,0.06910000000000001,0.009000000000000001,0.88,0.747,0.044000000000000004,48.0,62.0,509.0,0.29,0.523,0.04,0.72,0.11800000000000001,0.47200000000000003,0.0047,554.6009686961554,0.165170008727746,0
Nigeria,0.777,215000.0,0.3791,120369.0,267.51,0.053899999999999997,0.07200000000000001,0.46,0.8470000000000001,0.102,75.7,54.3,917.0,0.54,0.7220000000000001,0.38,0.529,0.015,0.348,0.081,2229.858696245781,0.5115699983060116,0
Norway,0.027000000000000003,23000.0,0.10400000000000001,41023.0,120.27,0.015600000000000001,0.332,1.78,1.003,0.8200000000000001,2.1,82.8,2.0,0.01,0.14300000000000002,2.92,0.638,0.239,0.36200000000000004,0.0335,75419.6348687409,0.8261600449971354,1
Oman,0.046,47000.0,0.19190000000000002,63457.0,113.53,0.028900000000000002,0.0,0.45,1.034,0.38,9.8,77.6,19.0,4.33,0.064,2.0,0.7240000000000001,0.025,0.27399999999999997,0.0267,14617.408775978893,0.8071297352054054,1
Pakistan,0.478,936000.0,0.28250000000000003,201150.0,182.32,0.0351,0.019,0.79,0.943,0.09,57.2,67.1,140.0,0.69,0.665,0.98,0.526,0.092,0.33899999999999997,0.044500000000000005,1405.5805556086316,0.36907000039590826,0
Panama,0.304,26000.0,0.1898,10715.0,122.07,0.0246,0.619,0.74,0.9440000000000001,0.478,13.1,78.3,52.0,1.53,0.305,1.57,0.6659999999999999,0.16573964497041424,0.37200000000000005,0.039,15731.01603484708,0.6805900190724511,1
Papua New Guinea,0.026000000000000002,4000.0,0.2707,7536.0,155.99,0.0356,0.741,1.36,1.085,0.018000000000000002,38.0,64.3,145.0,1.16,0.057999999999999996,0.07,0.47200000000000003,0.136,0.371,0.0246,2845.180185774812,0.13249994957902186,0
Paraguay,0.551,27000.0,0.2057,7407.0,143.82,0.024300000000000002,0.37700000000000006,1.04,1.044,0.34600000000000003,17.2,74.1,129.0,1.55,0.365,1.35,0.721,0.1,0.35000000000000003,0.0481,5414.799137954041,0.6187899559324286,0
Peru,0.185,158000.0,0.1795,57414.0,129.78,0.0225,0.5770000000000001,0.99,1.0690000000000002,0.7070000000000001,11.1,76.5,88.0,1.28,0.309,1.27,0.7759999999999999,0.14300000000000002,0.368,0.033100000000000004,6977.695783568442,0.7809900095824565,0
Philippines,0.41700000000000004,153000.0,0.20550000000000002,122287.0,129.61,0.0258,0.278,0.86,1.075,0.355,22.5,71.1,121.0,1.12,0.535,0.6,0.596,0.14,0.43100000000000005,0.0215,3485.0842183692116,0.47149000179112155,0
Poland,0.469,191000.0,0.102,299037.0,114.11,0.0146,0.309,1.07,1.0,0.6779999999999999,3.8,77.6,2.0,2.93,0.23199999999999998,2.38,0.5670000000000001,0.174,0.408,0.0347,15595.227033436207,0.600370009918655,1
Portugal,0.395,52000.0,0.085,48742.0,110.62,0.0138,0.34600000000000003,1.54,1.062,0.639,3.1,81.3,8.0,3.78,0.277,5.12,0.588,0.228,0.39799999999999996,0.0633,23145.04081731222,0.6576399614505867,1
Qatar,0.057999999999999996,22000.0,0.0954,103259.0,115.38,0.0187,0.0,0.4,1.038,0.179,5.8,80.1,9.0,0.01,0.062000000000000006,2.49,0.868,0.147,0.113,0.0009,64781.73319734314,0.9918801356041365,1
Romania,0.588,126000.0,0.096,69259.0,123.78,0.0171,0.30100000000000005,1.16,0.8520000000000001,0.494,6.1,75.4,19.0,2.25,0.21300000000000002,2.98,0.547,0.146,0.2,0.0398,12919.529644186483,0.540839986724903,1
Russia,0.133,1454000.0,0.115,1732027.0,180.75,0.015700000000000002,0.498,0.59,1.026,0.8190000000000001,6.1,72.7,17.0,0.53,0.364,4.01,0.618,0.114,0.462,0.045899999999999996,11774.156384485565,0.7458700031137978,1
Rwanda,0.7340000000000001,35000.0,0.317,1115.0,151.09,0.0404,0.197,1.17,1.33,0.067,27.0,68.7,248.0,0.01,0.26,0.13,0.8370000000000001,0.14300000000000002,0.332,0.0103,801.6561869651816,0.17313001160216837,0
Saint Lucia,0.174,0.0,0.12,414.0,110.13,0.0144,0.332,1.3,1.026,0.141,14.9,76.1,117.0,0.01,0.484,0.64,0.6709999999999999,0.182,0.34700000000000003,0.2071,11611.415449422835,0.18753761146671044,1
Samoa,0.12400000000000001,0.0,0.2438,246.0,117.56,0.0388,0.604,0.91,1.105,0.076,13.6,73.2,43.0,0.78,0.115,0.34,0.43700000000000006,0.255,0.193,0.0836,4200.641052610787,0.17573800282460766,0
Saudi Arabia,0.8079999999999999,252000.0,0.17800000000000002,563449.0,118.4,0.0232,0.005,0.24,0.998,0.68,6.0,75.0,17.0,3.85,0.15,2.61,0.559,0.08900000000000001,0.157,0.0593,23139.798656131363,0.8406499981557422,1
Senegal,0.461,19000.0,0.34520000000000006,10902.0,109.25,0.0463,0.428,1.14,0.81,0.128,31.8,67.7,315.0,0.31,0.44200000000000006,0.07,0.457,0.163,0.44799999999999995,0.066,1446.8309649931728,0.47652997932544955,0
Serbia,0.39299999999999996,32000.0,0.092,45221.0,144.0,0.0149,0.311,1.16,1.003,0.672,4.8,75.5,12.0,1.57,0.406,3.11,0.549,0.18600000000000003,0.36600000000000005,0.12689999999999999,7402.354558655718,0.562600009359285,0
Sierra Leone,0.547,9000.0,0.33409999999999995,1093.0,234.16,0.0426,0.43100000000000005,1.08,1.128,0.02,78.5,54.3,1120.0,0.57,0.38200000000000006,0.03,0.579,0.086,0.307,0.0443,504.4625433960284,0.4248399666462525,0
Singapore,0.009000000000000001,81000.0,0.08800000000000001,37535.0,114.41,0.011399999999999999,0.231,1.25,1.006,0.848,2.3,83.1,8.0,0.01,0.36700000000000005,2.29,0.705,0.131,0.21,0.041100000000000005,65233.28243929371,1.0,1
Slovakia,0.392,16000.0,0.106,32424.0,115.34,0.0152,0.40399999999999997,1.32,0.9870000000000001,0.466,4.6,77.2,5.0,3.11,0.184,3.42,0.595,0.187,0.49700000000000005,0.0556,19329.0968008679,0.5372900216040379,1
Slovenia,0.307,7000.0,0.094,12633.0,111.05,0.016,0.62,1.32,1.004,0.7859999999999999,1.7,81.0,7.0,5.25,0.125,3.09,0.584,0.18600000000000003,0.31,0.042,25739.247814359183,0.548220116803787,1
South Africa,0.798,80000.0,0.20510000000000003,476644.0,158.93,0.024100000000000003,0.076,0.92,1.0090000000000001,0.22399999999999998,28.5,63.9,119.0,0.01,0.077,0.91,0.56,0.275,0.292,0.2818,6001.400813941395,0.6685600001502776,0
South Korea,0.174,634000.0,0.064,620302.0,115.16,0.0098,0.634,1.22,0.981,0.943,2.7,82.6,11.0,6.49,0.368,2.36,0.63,0.156,0.332,0.0415,39238.74286107253,0.8143000096424038,1
Spain,0.526,196000.0,0.079,244002.0,110.96,0.0126,0.369,1.26,1.0270000000000001,0.8890000000000001,2.5,83.3,4.0,5.6,0.242,3.87,0.5750000000000001,0.142,0.47000000000000003,0.1396,29613.67113798626,0.8056500082280477,1
Sri Lanka,0.43700000000000006,317000.0,0.1583,23362.0,155.53,0.022000000000000002,0.329,0.88,1.002,0.196,6.4,76.8,36.0,0.35,0.384,1.0,0.539,0.11900000000000001,0.552,0.042,3853.0836928863,0.18585002063936157,0
Sudan,0.287,124000.0,0.32180000000000003,20000.0,1344.19,0.0441,0.081,0.95,0.768,0.16899999999999998,42.1,65.1,295.0,0.41,0.632,0.26,0.484,0.08,0.454,0.1653,441.5056033837011,0.34936000402492334,0
Suriname,0.006,2000.0,0.18539999999999998,1738.0,294.66,0.0242,0.983,1.29,1.088,0.126,16.9,71.6,120.0,0.01,0.10099999999999999,1.21,0.511,0.195,0.27899999999999997,0.0733,6854.906560687477,0.6609503037641992,0
Sweden,0.07400000000000001,30000.0,0.114,43252.0,110.51,0.0176,0.6890000000000001,1.42,1.266,0.67,2.2,82.5,4.0,0.01,0.152,3.98,0.6459999999999999,0.27899999999999997,0.49100000000000005,0.06480000000000001,51610.06605523354,0.8770799886013771,1
Switzerland,0.384,21000.0,0.1,34477.0,99.55,0.0152,0.318,1.45,1.052,0.596,3.7,83.6,5.0,0.01,0.28300000000000003,4.3,0.6829999999999999,0.10099999999999999,0.28800000000000003,0.0458,81993.72714940654,0.7384900368893524,1
Syria,0.758,239000.0,0.23690000000000003,28830.0,143.2,0.0281,0.027000000000000003,0.83,0.8170000000000001,0.401,14.0,71.8,31.0,1.02,0.537,1.22,0.441,0.142,0.42700000000000005,0.0837,2366.999792737433,0.5482100170853951,0
Tajikistan,0.341,17000.0,0.30760000000000004,5310.0,148.57,0.0359,0.03,0.71,1.0090000000000001,0.313,30.4,70.9,17.0,0.23,0.631,1.7,0.42,0.098,0.6729999999999999,0.11019999999999999,870.787589295504,0.27309002085394535,0
Tanzania,0.44799999999999995,28000.0,0.36700000000000005,11973.0,187.43,0.0489,0.516,0.87,0.9420000000000001,0.04,37.6,65.0,524.0,0.09,0.261,0.01,0.8340000000000001,0.115,0.438,0.0198,1089.1572087787663,0.3450000045685352,0
Thailand,0.433,455000.0,0.1034,283763.0,113.27,0.015300000000000001,0.322,0.71,0.998,0.493,7.8,76.9,37.0,1.06,0.11800000000000001,0.81,0.6729999999999999,0.149,0.295,0.0075,7808.192916304814,0.506919999605892,0
East Timor,0.256,2000.0,0.2942,495.0,145.38,0.0402,0.454,1.1,1.153,0.17800000000000002,39.3,69.3,142.0,0.6,0.102,0.72,0.6729999999999999,0.25,0.17300000000000001,0.0455,478.15437142857144,0.11433771428571429,0
Togo,0.7020000000000001,10000.0,0.3311,3000.0,113.3,0.0432,0.031000000000000003,0.71,1.238,0.145,47.4,60.8,396.0,0.34,0.51,0.08,0.7759999999999999,0.16899999999999998,0.48200000000000004,0.0204,675.5422133815766,0.42248000152430615,0
Trinidad and Tobago,0.105,4000.0,0.1294,43868.0,141.75,0.0173,0.46,0.54,1.062,0.12,16.4,73.4,67.0,2.25,0.373,4.17,0.6,0.195,0.405,0.0269,17276.465447001483,0.531869792461933,1
Tunisia,0.648,48000.0,0.17559999999999998,29937.0,155.33,0.022000000000000002,0.068,0.73,1.1540000000000001,0.317,14.6,76.5,43.0,0.47,0.39799999999999996,1.3,0.461,0.21100000000000002,0.6070000000000001,0.1602,3317.5410135121674,0.6925400259724068,0
Turkey,0.498,512000.0,0.16030000000000003,372725.0,234.44,0.0207,0.154,1.42,0.932,0.239,9.1,77.4,17.0,3.45,0.16899999999999998,1.85,0.528,0.179,0.423,0.1349,9042.492982893424,0.7563000021035696,0
Turkmenistan,0.72,42000.0,0.23829999999999998,70630.0,190.46095505617978,0.0279,0.08800000000000001,0.29,0.8840000000000001,0.08,39.3,68.1,7.0,0.88,0.711,2.22,0.645,0.16573964497041424,0.4082240437158471,0.0391,6859.732807266939,0.5204799187625766,0
Uganda,0.7190000000000001,46000.0,0.3814,5680.0,173.87,0.0496,0.09699999999999999,0.94,1.0270000000000001,0.048,33.8,63.0,375.0,0.01,0.405,0.17,0.703,0.11699999999999999,0.337,0.0184,776.7685758762549,0.24361000464562652,0
Ukraine,0.7170000000000001,297000.0,0.087,202250.0,281.66,0.013000000000000001,0.167,0.83,0.99,0.8270000000000001,7.5,71.6,19.0,0.84,0.478,2.99,0.542,0.201,0.452,0.0888,3464.696002931611,0.6947300060121453,0
United Arab Emirates,0.055,63000.0,0.1033,206324.0,114.52,0.0141,0.046,0.49,1.084,0.368,6.5,77.8,3.0,0.01,0.17800000000000002,2.53,0.821,0.001,0.159,0.0235,43103.32305835232,0.8678899576471243,1
United Kingdom,0.7170000000000001,148000.0,0.11,379025.0,119.62,0.0168,0.131,1.46,1.012,0.6,3.6,81.3,7.0,10.13,0.14800000000000002,2.81,0.628,0.255,0.306,0.0385,42300.26712583137,0.8365199929587164,1
United States,0.444,1359000.0,0.11599999999999999,5006302.0,117.24,0.0173,0.33899999999999997,0.71,1.018,0.882,5.6,78.5,19.0,7.25,0.111,2.61,0.62,0.096,0.36600000000000005,0.147,65280.6822413034,0.8245899991756934,1
Uruguay,0.826,22000.0,0.1386,6766.0,202.92,0.0197,0.107,1.5,1.085,0.631,6.4,77.8,17.0,1.66,0.162,5.05,0.64,0.201,0.418,0.0873,16190.126957183886,0.9542599171397917,1
Uzbekistan,0.629,68000.0,0.233,91811.0,190.46095505617978,0.0242,0.075,1.03,1.042,0.10099999999999999,19.1,71.6,29.0,0.24,0.42700000000000005,2.37,0.6509999999999999,0.14800000000000002,0.316,0.0592,1724.8411344032947,0.5043299936123928,0
Vanuatu,0.153,0.0,0.29600000000000004,147.0,117.13,0.0378,0.36100000000000004,1.31,1.093,0.047,22.3,70.3,72.0,1.56,0.08900000000000001,0.17,0.6990000000000001,0.17800000000000002,0.085,0.043899999999999995,3058.065675832494,0.2539398830206548,0
Venezuela,0.245,343000.0,0.1788,164175.0,2740.27,0.0227,0.527,0.0,0.9720000000000001,0.793,21.4,72.1,125.0,0.01,0.45799999999999996,1.92,0.5970000000000001,0.16573964497041424,0.733,0.08800000000000001,16915.49345340793,0.882400017197466,1
Vietnam,0.39299999999999996,522000.0,0.1675,192668.0,163.52,0.020499999999999997,0.48100000000000004,0.8,1.1059999999999999,0.28500000000000003,16.5,75.3,43.0,0.73,0.435,0.82,0.774,0.19100000000000003,0.376,0.0201,2715.276036405425,0.36627999807509903,0
Yemen,0.446,40000.0,0.3045,10609.0,157.58,0.0379,0.01,0.92,0.9359999999999999,0.102,42.9,66.1,164.0,0.01,0.81,0.31,0.38,0.16573964497041424,0.266,0.1291,922.9296417430922,0.3727299935854708,0
Zambia,0.321,16000.0,0.3619,5141.0,212.31,0.0463,0.652,1.4,0.9870000000000001,0.040999999999999995,40.4,63.5,213.0,0.24,0.275,1.19,0.746,0.162,0.156,0.1143,1291.3433573539712,0.44071999207212575,0
Zimbabwe,0.419,51000.0,0.3068,10983.0,105.51,0.0362,0.355,1.34,1.099,0.1,33.9,61.2,458.0,0.01,0.258,0.21,0.831,0.207,0.316,0.0495,1463.9859101805419,0.3220999834214926,0
